run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	sample_name	library_strategy	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR5003358	SAMEA7723514	ERX4812641	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.51.s005	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003358/ERR5003358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003358/ERR5003358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003358/13114.song.51.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003358/13114.song.51.s005.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5003358.bam
ERR5003362	SAMEA7723978	ERX4812645	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.51.s009	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003362/ERR5003362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003362/ERR5003362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003362/13114.song.51.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003362/13114.song.51.s009.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5003362.bam
ERR5003367	SAMEA7723983	ERX4812650	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.51.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003367/ERR5003367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003367/ERR5003367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003367/13114.song.51.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003367/13114.song.51.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5003367.bam
ERR5003369	SAMEA7723984	ERX4812652	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.51.s016	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003369/ERR5003369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003369/ERR5003369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003369/13114.song.51.s016.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003369/13114.song.51.s016.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003369.bam
ERR5003370	SAMEA7723518	ERX4812653	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.51.s017	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003370/ERR5003370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003370/ERR5003370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003370/13114.song.51.s017.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003370/13114.song.51.s017.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5003370.bam
ERR5003371	SAMEA7723683	ERX4812654	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.51.s018	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003371/ERR5003371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003371/ERR5003371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003371/13114.song.51.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003371/13114.song.51.s018.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5003371.bam
ERR5003379	SAMEA7723989	ERX4812662	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.52.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003379/ERR5003379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003379/ERR5003379_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003379/13114.song.52.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003379/13114.song.52.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003379.bam
ERR5003383	SAMEA7723524	ERX4812666	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.52.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003383/ERR5003383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003383/ERR5003383_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003383/13114.song.52.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003383/13114.song.52.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003383.bam
ERR5003384	SAMEA7723525	ERX4812667	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.52.s011	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003384/ERR5003384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003384/ERR5003384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003384/13114.song.52.s011.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003384/13114.song.52.s011.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5003384.bam
ERR5003393	SAMEA7723532	ERX4812676	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.53.s005	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003393/ERR5003393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003393/ERR5003393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003393/13114.song.53.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003393/13114.song.53.s005.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003393.bam
ERR5003394	SAMEA7723533	ERX4812677	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.53.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003394/ERR5003394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003394/ERR5003394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003394/13114.song.53.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003394/13114.song.53.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5003394.bam
ERR5003398	SAMEA7723535	ERX4812681	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.53.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003398/ERR5003398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003398/ERR5003398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003398/13114.song.53.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003398/13114.song.53.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5003398.bam
ERR5003399	SAMEA7723995	ERX4812682	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.53.s011	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003399/ERR5003399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003399/ERR5003399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003399/13114.song.53.s011.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003399/13114.song.53.s011.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003399.bam
ERR5003400	SAMEA7723996	ERX4812683	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.53.s012	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003400/ERR5003400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003400/ERR5003400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003400/13114.song.53.s012.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003400/13114.song.53.s012.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5003400.bam
ERR5003401	SAMEA7723997	ERX4812684	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.53.s013	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003401/ERR5003401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003401/ERR5003401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003401/13114.song.53.s013.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003401/13114.song.53.s013.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5003401.bam
ERR5003402	SAMEA7723536	ERX4812685	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.53.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003402/ERR5003402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003402/ERR5003402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003402/13114.song.53.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003402/13114.song.53.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5003402.bam
ERR5003403	SAMEA7723998	ERX4812686	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.53.s015	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003403/ERR5003403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003403/ERR5003403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003403/13114.song.53.s015.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003403/13114.song.53.s015.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003403.bam
ERR5003404	SAMEA7723685	ERX4812687	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.song.75.s003	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003404/ERR5003404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003404/ERR5003404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003404/13114.song.75.s003.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003404/13114.song.75.s003.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5003404.bam
ERR5003406	SAMEA7724307	ERX4812689	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.36.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003406/ERR5003406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003406/ERR5003406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003406/13114.stegen.36.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003406/13114.stegen.36.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5003406.bam
ERR5003410	SAMEA7724312	ERX4812693	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.36.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003410/ERR5003410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003410/ERR5003410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003410/13114.stegen.36.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003410/13114.stegen.36.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5003410.bam
ERR5003413	SAMEA7724315	ERX4812696	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.36.s009	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003413/ERR5003413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003413/ERR5003413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003413/13114.stegen.36.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003413/13114.stegen.36.s009.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003413.bam
ERR5003414	SAMEA7724316	ERX4812697	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.36.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003414/ERR5003414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003414/ERR5003414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003414/13114.stegen.36.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003414/13114.stegen.36.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5003414.bam
ERR5003415	SAMEA7724317	ERX4812698	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.36.s011	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003415/ERR5003415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003415/ERR5003415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003415/13114.stegen.36.s011.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003415/13114.stegen.36.s011.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5003415.bam
ERR5003420	SAMEA7724325	ERX4812703	PRJEB42019	556182	freshwater sediment metagenome	ILLUMINA	13114.stegen.37.s004	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003420/ERR5003420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003420/ERR5003420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003420/13114.stegen.37.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003420/13114.stegen.37.s004.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5003420.bam
ERR5003425	SAMEA7724337	ERX4812708	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.38.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003425/ERR5003425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003425/ERR5003425_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003425/13114.stegen.38.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003425/13114.stegen.38.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5003425.bam
ERR5003426	SAMEA7724338	ERX4812709	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.38.s007	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003426/ERR5003426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003426/ERR5003426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003426/13114.stegen.38.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003426/13114.stegen.38.s007.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5003426.bam
ERR5003428	SAMEA7724341	ERX4812711	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.38.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003428/ERR5003428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003428/ERR5003428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003428/13114.stegen.38.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003428/13114.stegen.38.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5003428.bam
ERR5003432	SAMEA7724345	ERX4812715	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.38.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003432/ERR5003432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003432/ERR5003432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003432/13114.stegen.38.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003432/13114.stegen.38.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5003432.bam
ERR5003434	SAMEA7724347	ERX4812717	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.stegen.38.s016	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003434/ERR5003434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003434/ERR5003434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003434/13114.stegen.38.s016.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003434/13114.stegen.38.s016.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5003434.bam
ERR5003438	SAMEA7724000	ERX4812721	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.stewart.26.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003438/ERR5003438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003438/ERR5003438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003438/13114.stewart.26.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003438/13114.stewart.26.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5003438.bam
ERR5003445	SAMEA7723539	ERX4812728	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.tait.77.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003445/ERR5003445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003445/ERR5003445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003445/13114.tait.77.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003445/13114.tait.77.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5003445.bam
ERR5003456	SAMEA7723544	ERX4812739	PRJEB42019	412755	marine sediment metagenome	ILLUMINA	13114.tait.78.s003	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003456/ERR5003456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003456/ERR5003456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003456/13114.tait.78.s003.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003456/13114.tait.78.s003.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5003456.bam
ERR5003457	SAMEA7723689	ERX4812740	PRJEB42019	1163772	sponge metagenome	ILLUMINA	13114.thomas.18.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003457/ERR5003457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003457/ERR5003457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003457/13114.thomas.18.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003457/13114.thomas.18.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5003457.bam
ERR5003465	SAMEA7724011	ERX4812748	PRJEB42019	1163772	sponge metagenome	ILLUMINA	13114.thomas.18.s009	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003465/ERR5003465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003465/ERR5003465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003465/13114.thomas.18.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003465/13114.thomas.18.s009.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5003465.bam
ERR5003469	SAMEA7723696	ERX4812752	PRJEB42019	1163772	sponge metagenome	ILLUMINA	13114.thomas.18.s013	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003469/ERR5003469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003469/ERR5003469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003469/13114.thomas.18.s013.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003469/13114.thomas.18.s013.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003469.bam
ERR5003472	SAMEA7723699	ERX4812755	PRJEB42019	1163772	sponge metagenome	ILLUMINA	13114.thomas.18.s016	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003472/ERR5003472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003472/ERR5003472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003472/13114.thomas.18.s016.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003472/13114.thomas.18.s016.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5003472.bam
ERR5003473	SAMEA7724012	ERX4812756	PRJEB42019	1163772	sponge metagenome	ILLUMINA	13114.thomas.18.s017	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003473/ERR5003473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003473/ERR5003473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003473/13114.thomas.18.s017.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003473/13114.thomas.18.s017.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003473.bam
ERR5003474	SAMEA7724013	ERX4812757	PRJEB42019	1163772	sponge metagenome	ILLUMINA	13114.thomas.18.s018	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003474/ERR5003474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003474/ERR5003474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003474/13114.thomas.18.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003474/13114.thomas.18.s018.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5003474.bam
ERR5003480	SAMEA7723703	ERX4812763	PRJEB42019	1163772	sponge metagenome	ILLUMINA	13114.thomas.18.s024	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003480/ERR5003480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003480/ERR5003480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003480/13114.thomas.18.s024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003480/13114.thomas.18.s024.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5003480.bam
ERR5003481	SAMEA7723704	ERX4812764	PRJEB42019	1163772	sponge metagenome	ILLUMINA	13114.thomas.18.s025	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003481/ERR5003481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003481/ERR5003481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003481/13114.thomas.18.s025.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003481/13114.thomas.18.s025.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5003481.bam
ERR5003485	SAMEA7723707	ERX4812768	PRJEB42019	1163772	sponge metagenome	ILLUMINA	13114.thomas.18.s029	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003485/ERR5003485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003485/ERR5003485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003485/13114.thomas.18.s029.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003485/13114.thomas.18.s029.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5003485.bam
ERR5003487	SAMEA7724017	ERX4812770	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003487/ERR5003487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003487/ERR5003487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003487/13114.thomas.19.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003487/13114.thomas.19.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5003487.bam
