File_ID	reads_length	Name	Rank	Lineage	Taxid	sample_name	empo_1	empo_2	empo_3	empo_4	highest_taxa	genus	isyeast	subphylum
ERR5004178	26244986	Phialocephala subalpina	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|genus-Phialocephala|species-Phialocephala_subalpina	576137	13114.stegen.38.s006	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5004178	26244986	Cenococcum geophilum 1.58	species	phylum-Ascomycota|class-Dothideomycetes|family-Gloniaceae|genus-Cenococcum|species-Cenococcum_geophilum	794803	13114.stegen.38.s006	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003453	21223078	Ostreococcus lucimarinus CCE9901	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Ostreococcus|species-Ostreococcus_sp._'lucimarinus'	436017	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003453	21223078	Stramenopiles sp. TOSAG23-2	species	species-Stramenopiles_sp._TOSAG23-2	1735743	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003453	21223078	Bathycoccus prasinos	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Bathycoccus|species-Bathycoccus_prasinos	41875	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003453	21223078	Oikopleura dioica	species	phylum-Chordata|class-Appendicularia|order-Copelata|family-Oikopleuridae|genus-Oikopleura|species-Oikopleura_dioica	34765	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003453	21223078	Stramenopiles sp. TOSAG23-3	species	species-Stramenopiles_sp._TOSAG23-3	1735745	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003453	21223078	Fritillaria borealis	species	phylum-Chordata|class-Appendicularia|order-Copelata|family-Fritillariidae|genus-Fritillaria|species-Fritillaria_borealis	2507563	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003453	21223078	Pseudo-nitzschia delicatissima	species	phylum-Bacillariophyta|class-Bacillariophyceae|order-Bacillariales|family-Bacillariaceae|genus-Pseudo-nitzschia|species-Pseudo-nitzschia_delicatissima	44447	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003453	21223078	Oithona nana	species	phylum-Arthropoda|class-Hexanauplia|order-Cyclopoida|family-Oithonidae|genus-Oithona|species-Oithona_nana	136191	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003453	21223078	Phaeocystis globosa	species	phylum-Haptista|class-Haptophyta|order-Phaeocystales|family-Phaeocystaceae|genus-Phaeocystis|species-Phaeocystis_globosa	33658	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003453	21223078	Micromonas bravo	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Mamiellaceae|genus-Micromonas|species-Micromonas_bravo	296588	13114.tait.77.s009	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003339	20949974	Thielaviopsis ethacetica	species	phylum-Ascomycota|class-Sordariomycetes|order-Microascales|family-Ceratocystidaceae|genus-Thielaviopsis|species-Thielaviopsis_ethacetica	1526549	13114.seedorf.71.s014	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003447	19201798	Tetrahymena thermophila	species	phylum-Ciliophora|class-Oligohymenophorea|order-Hymenostomatida|family-Tetrahymenidae|genus-Tetrahymena|species-Tetrahymena_thermophila	5911	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Bathycoccus prasinos	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Bathycoccus|species-Bathycoccus_prasinos	41875	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Arcocellulus cornucervis	species	phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Arcocellulus|species-Arcocellulus_cornucervis	1155433	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Stramenopiles sp. TOSAG23-3	species	species-Stramenopiles_sp._TOSAG23-3	1735745	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Ostreococcus lucimarinus CCE9901	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Ostreococcus|species-Ostreococcus_sp._'lucimarinus'	436017	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Pycnococcus provasolii	species	phylum-Chlorophyta|family-Pycnococcaceae|genus-Pycnococcus|species-Pycnococcus_provasolii	41880	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Stramenopiles sp. TOSAG23-2	species	species-Stramenopiles_sp._TOSAG23-2	1735743	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Micromonas bravo	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Mamiellaceae|genus-Micromonas|species-Micromonas_bravo	296588	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Aureococcus anophagefferens	species	class-Pelagophyceae|order-Pelagomonadales|genus-Aureococcus|species-Aureococcus_anophagefferens	44056	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Florenciella parvula	species	class-Dictyochophyceae|order-Florenciellales|genus-Florenciella|species-Florenciella_parvula	236787	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Alexandrium tamarense	species	class-Dinophyceae|order-Gonyaulacales|family-Gonyaulacaceae|genus-Alexandrium|species-Alexandrium_tamarense	2926	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Chloropicon roscoffensis	species	phylum-Chlorophyta|class-Chloropicophyceae|order-Chloropicales|family-Chloropicaceae|genus-Chloropicon|species-Chloropicon_roscoffensis	1461544	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Phaeocystis globosa	species	phylum-Haptista|class-Haptophyta|order-Phaeocystales|family-Phaeocystaceae|genus-Phaeocystis|species-Phaeocystis_globosa	33658	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Bicosta minor	species	class-Choanoflagellata|order-Craspedida|family-Salpingoecidae|genus-Bicosta|species-Bicosta_minor	1864616	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Minutocellus polymorphus	species	phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Minutocellus|species-Minutocellus_polymorphus	265543	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Exophiala xenobiotica	species	phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Herpotrichiellaceae|genus-Exophiala|species-Exophiala_xenobiotica	348802	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003447	19201798	Oithona nana	species	phylum-Arthropoda|class-Hexanauplia|order-Cyclopoida|family-Oithonidae|genus-Oithona|species-Oithona_nana	136191	13114.tait.77.s003	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003753	19144964	Phialocephala subalpina	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|genus-Phialocephala|species-Phialocephala_subalpina	576137	13114.metcalf.40.s005	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003753	19144964	Hyaloscypha bicolor E	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Hyaloscyphaceae|genus-Hyaloscypha|species-Hyaloscypha_bicolor	1095630	13114.metcalf.40.s005	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Hyaloscypha	N	Pezizomycotina
ERR5003753	19144964	Cenococcum geophilum 1.58	species	phylum-Ascomycota|class-Dothideomycetes|family-Gloniaceae|genus-Cenococcum|species-Cenococcum_geophilum	794803	13114.metcalf.40.s005	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003753	19144964	Mortierella verticillata NRRL 6337	species	phylum-Mucoromycota|class-Mortierellomycetes|order-Mortierellales|family-Mortierellaceae|genus-Mortierella|species-Mortierella_verticillata	1069443	13114.metcalf.40.s005	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Mucoromycota	Mortierella	N	Mortierellomycotina
ERR5004523	28746732	Hyaloscypha bicolor E	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Hyaloscyphaceae|genus-Hyaloscypha|species-Hyaloscypha_bicolor	1095630	13114.mayer.34.s001	Free-living	Non-saline	Sediment (non-saline)	Sediment (non-saline)	Ascomycota	Hyaloscypha	N	Pezizomycotina
ERR5004523	28746732	Malassezia restricta	species	phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia|species-Malassezia_restricta	76775	13114.mayer.34.s001	Free-living	Non-saline	Sediment (non-saline)	Sediment (non-saline)	Basidiomycota	Malassezia	Y	Ustilaginomycotina
ERR5003343	4762918	Verruconis gallopava	species	phylum-Ascomycota|class-Dothideomycetes|order-Venturiales|family-Sympoventuriaceae|genus-Verruconis|species-Verruconis_gallopava	253628	13114.shade.23.s006	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Verruconis	N	Pezizomycotina
ERR5004970	18508960	Hyaloscypha variabilis F	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Hyaloscyphaceae|genus-Hyaloscypha|species-Hyaloscypha_variabilis	1149755	13114.stegen.38.s011	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5004970	18508960	Phialocephala subalpina	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|genus-Phialocephala|species-Phialocephala_subalpina	576137	13114.stegen.38.s011	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Phialocephala	N	Pezizomycotina
ERR5004970	18508960	Cenococcum geophilum 1.58	species	phylum-Ascomycota|class-Dothideomycetes|family-Gloniaceae|genus-Cenococcum|species-Cenococcum_geophilum	794803	13114.stegen.38.s011	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5004970	18508960	Oidiodendron maius Zn	species	phylum-Ascomycota|class-Leotiomycetes|family-Myxotrichaceae|genus-Oidiodendron|species-Oidiodendron_maius	913774	13114.stegen.38.s011	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Oidiodendron	N	Pezizomycotina
ERR5004112	41514714	Blastocystis sp. subtype 8	species	class-Bigyra|order-Opalinata|family-Blastocystidae|genus-Blastocystis|species-Blastocystis_sp._subtype_8	429571	13114.song.51.s019	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)				NA
ERR5005092	24074836	Porites rus	species	phylum-Cnidaria|class-Anthozoa|order-Scleractinia|family-Poritidae|genus-Porites|species-Porites_rus	262591	13114.zaneveld.9.s004	Host-associated	Animal	Animal secretion	Animal secretion (saline)				NA
ERR5005312	38564564	Nannizzia gypsea CBS 118893	species	phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Arthrodermataceae|genus-Nannizzia|species-Nannizzia_gypsea	535722	13114.song.52.s011	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)	Ascomycota	Nannizzia	N	Pezizomycotina
ERR5005080	19785756	Chalara longipes BDJ	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|genus-Chalara|species-Chalara_longipes	1379296	13114.uren.82.s004	Host-associated	Fungus	Fungus corpus	Fungus corpus (non-saline)				NA
ERR5005080	19785756	Cladonia uncialis	species	phylum-Ascomycota|class-Lecanoromycetes|order-Lecanorales|family-Cladoniaceae|genus-Cladonia|species-Cladonia_uncialis	174080	13114.uren.82.s004	Host-associated	Fungus	Fungus corpus	Fungus corpus (non-saline)	Ascomycota	Cladonia	N	Pezizomycotina
ERR5004064	16873506	Purpureocillium lilacinum	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Ophiocordycipitaceae|genus-Purpureocillium|species-Purpureocillium_lilacinum	33203	13114.seedorf.71.s003	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Purpureocillium	N	Pezizomycotina
ERR5005287	38041556	Ostreococcus lucimarinus CCE9901	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Ostreococcus|species-Ostreococcus_sp._'lucimarinus'	436017	13114.song.51.s006	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)				NA
ERR5003492	3400836	Grammatophora oceanica	species	phylum-Bacillariophyta|class-Fragilariophyceae|order-Rhabdonematales|family-Grammatophoraceae|genus-Grammatophora|species-Grammatophora_oceanica	210454	13114.thomas.19.s009	Host-associated	Plant	Plant surface	Plant surface (saline)				NA
ERR5004215	24416912	Penicillium chrysogenum	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Penicillium|species-Penicillium_chrysogenum	5076	13114.thomas.18.s009	Host-associated	Animal	Animal corpus	Animal corpus (saline)				NA
ERR5004527	21908700	Fragilaria radians	species	phylum-Bacillariophyta|class-Fragilariophyceae|order-Fragilariales|family-Fragilariaceae|genus-Fragilaria|species-Fragilaria_radians	2109649	13114.mayer.34.s005	Free-living	Non-saline	Sediment (non-saline)	Sediment (non-saline)				NA
ERR5004920	42427294	Saccharomyces cerevisiae S288C	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces|species-Saccharomyces_cerevisiae	559292	13114.song.53.s005	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)	Ascomycota	Saccharomyces	Y	Saccharomycotina
ERR5004920	42427294	Saccharomyces eubayanus	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces|species-Saccharomyces_eubayanus	1080349	13114.song.53.s005	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)				NA
ERR5004704	27040928	Micromonas bravo	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Mamiellaceae|genus-Micromonas|species-Micromonas_bravo	296588	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Bathycoccus prasinos	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Bathycoccus|species-Bathycoccus_prasinos	41875	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Ostreococcus lucimarinus CCE9901	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Ostreococcus|species-Ostreococcus_sp._'lucimarinus'	436017	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Tetrahymena thermophila	species	phylum-Ciliophora|class-Oligohymenophorea|order-Hymenostomatida|family-Tetrahymenidae|genus-Tetrahymena|species-Tetrahymena_thermophila	5911	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Stramenopiles sp. TOSAG23-2	species	species-Stramenopiles_sp._TOSAG23-2	1735743	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Arcocellulus cornucervis	species	phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Arcocellulus|species-Arcocellulus_cornucervis	1155433	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Pelagomonas calceolata	species	class-Pelagophyceae|order-Pelagomonadales|genus-Pelagomonas|species-Pelagomonas_calceolata	35677	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Aureococcus anophagefferens	species	class-Pelagophyceae|order-Pelagomonadales|genus-Aureococcus|species-Aureococcus_anophagefferens	44056	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Pycnococcus provasolii	species	phylum-Chlorophyta|family-Pycnococcaceae|genus-Pycnococcus|species-Pycnococcus_provasolii	41880	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Emiliania huxleyi CCMP1516	species	phylum-Haptista|class-Haptophyta|order-Isochrysidales|family-Noelaerhabdaceae|genus-Emiliania|species-Emiliania_huxleyi	280463	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Chloropicon roscoffensis	species	phylum-Chlorophyta|class-Chloropicophyceae|order-Chloropicales|family-Chloropicaceae|genus-Chloropicon|species-Chloropicon_roscoffensis	1461544	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Stramenopiles sp. TOSAG23-3	species	species-Stramenopiles_sp._TOSAG23-3	1735745	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Minutocellus polymorphus	species	phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Minutocellus|species-Minutocellus_polymorphus	265543	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Triparma laevis	species	class-Bolidophyceae|order-Parmales|family-Triparmaceae|genus-Triparma|species-Triparma_laevis	1534972	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Gephyrocapsa oceanica	species	phylum-Haptista|class-Haptophyta|order-Isochrysidales|family-Noelaerhabdaceae|genus-Gephyrocapsa|species-Gephyrocapsa_oceanica	38817	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Chaetoceros neogracilis	species	phylum-Bacillariophyta|class-Coscinodiscophyceae|order-Chaetocerotales|family-Chaetocerotaceae|genus-Chaetoceros|species-Chaetoceros_neogracilis	240364	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004704	27040928	Alexandrium tamarense	species	class-Dinophyceae|order-Gonyaulacales|family-Gonyaulacaceae|genus-Alexandrium|species-Alexandrium_tamarense	2926	13114.palenik.42.s002	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5005083	395596	Cladonia uncialis	species	phylum-Ascomycota|class-Lecanoromycetes|order-Lecanorales|family-Cladoniaceae|genus-Cladonia|species-Cladonia_uncialis	174080	13114.uren.82.s007	Host-associated	Fungus	Fungus corpus	Fungus corpus (non-saline)				NA
ERR5003887	28949330	Mortierella verticillata NRRL 6337	species	phylum-Mucoromycota|class-Mortierellomycetes|order-Mortierellales|family-Mortierellaceae|genus-Mortierella|species-Mortierella_verticillata	1069443	13114.myrold.5.s006	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Mucoromycota	Mortierella	N	Mortierellomycotina
ERR5004766	73372	Phoma herbarum	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Didymellaceae|genus-Phoma|species-Phoma_herbarum	73001	13114.rohwer.85.s013	Free-living	Saline	Sediment (saline)	Sediment (saline)	Ascomycota	Phoma	N	Pezizomycotina
ERR5004822	23159998	Chloropicon mariensis	species	phylum-Chlorophyta|class-Chloropicophyceae|order-Chloropicales|family-Chloropicaceae|genus-Chloropicon|species-Chloropicon_mariensis	1606511	13114.sandin.54.s015	Host-associated	Animal	Animal proximal gut	Animal proximal gut (saline)				NA
ERR5004822	23159998	Prasinoderma coloniale	species	phylum-Chlorophyta|class-Palmophyllophyceae|order-Prasinococcales|family-Prasinococcaceae|genus-Prasinoderma|species-Prasinoderma_coloniale	156133	13114.sandin.54.s015	Host-associated	Animal	Animal proximal gut	Animal proximal gut (saline)				NA
ERR5004822	23159998	Chloropicon roscoffensis	species	phylum-Chlorophyta|class-Chloropicophyceae|order-Chloropicales|family-Chloropicaceae|genus-Chloropicon|species-Chloropicon_roscoffensis	1461544	13114.sandin.54.s015	Host-associated	Animal	Animal proximal gut	Animal proximal gut (saline)				NA
ERR5003761	18093010	Yarrowia lipolytica CLIB122	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Dipodascaceae|genus-Yarrowia|species-Yarrowia_lipolytica	284591	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003761	18093010	Yarrowia deformans	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Dipodascaceae|genus-Yarrowia|species-Yarrowia_deformans	1608523	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Yarrowia	Y	Saccharomycotina
ERR5003761	18093010	Epicoccum nigrum	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Didymellaceae|genus-Epicoccum|species-Epicoccum_nigrum	105696	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003761	18093010	Purpureocillium lilacinum	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Ophiocordycipitaceae|genus-Purpureocillium|species-Purpureocillium_lilacinum	33203	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Purpureocillium	N	Pezizomycotina
ERR5003761	18093010	Penicillium chrysogenum	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Penicillium|species-Penicillium_chrysogenum	5076	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003761	18093010	Penicillium citrinum	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Penicillium|species-Penicillium_citrinum	5077	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Penicillium	N	Pezizomycotina
ERR5003761	18093010	Mortierella elongata AG-77	species	phylum-Mucoromycota|class-Mortierellomycetes|order-Mortierellales|family-Mortierellaceae|genus-Mortierella|species-Mortierella_elongata	1314771	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Mucoromycota	Mortierella	N	Mortierellomycotina
ERR5003761	18093010	Candida parapsilosis	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida|species-Candida_parapsilosis	5480	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Candida	Y	Saccharomycotina
ERR5003761	18093010	Preussia sp. BSL10	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Sporormiaceae|genus-Preussia|species-Preussia_sp._BSL10	1712568	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Preussia	N	Pezizomycotina
ERR5003761	18093010	Penicillium brasilianum	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Penicillium|species-Penicillium_brasilianum	104259	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Penicillium	N	Pezizomycotina
ERR5003761	18093010	Pochonia chlamydosporia 170	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Clavicipitaceae|genus-Pochonia|species-Pochonia_chlamydosporia	1380566	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Pochonia	N	Pezizomycotina
ERR5003761	18093010	Clonostachys rosea	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Bionectriaceae|genus-Clonostachys|species-Clonostachys_rosea	29856	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Clonostachys	N	Pezizomycotina
ERR5003761	18093010	Penicillium sclerotiorum	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Penicillium|species-Penicillium_sclerotiorum	69788	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003761	18093010	Cladosporium cladosporioides	species	phylum-Ascomycota|class-Dothideomycetes|order-Capnodiales|family-Cladosporiaceae|genus-Cladosporium|species-Cladosporium_cladosporioides	29917	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Cladosporium	N	Pezizomycotina
ERR5003761	18093010	Fusarium fujikuroi IMI 58289	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Nectriaceae|genus-Fusarium|species-Fusarium_fujikuroi	1279085	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003761	18093010	Stagonospora sp. SRC1lsM3a	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Massarinaceae|genus-Stagonospora|species-Stagonospora_sp._SRC1lsM3a	765868	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Stagonospora	N	Pezizomycotina
ERR5003761	18093010	Diutina catenulata	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|genus-Diutina|species-Diutina_catenulata	45537	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003761	18093010	Pyrenochaeta sp. DS3sAY3a	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Cucurbitariaceae|genus-Pyrenochaeta|species-Pyrenochaeta_sp._DS3sAY3a	765867	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003761	18093010	Cryptococcus sp. JCM 24511	species	phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_sp._JCM_24511	1639000	13114.metcalf.40.s013	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003262	15498502	Mycosphaerella populi pn0402	species	phylum-Ascomycota|class-Dothideomycetes|order-Capnodiales|family-Mycosphaerellaceae|genus-Mycosphaerella|species-Mycosphaerella_populi	1367537	13114.pinto.63.s025	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)				NA
ERR5003262	15498502	Aspergillus versicolor CBS 583.65	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus|species-Aspergillus_versicolor	1036611	13114.pinto.63.s025	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)	Ascomycota	Aspergillus	N	Pezizomycotina
ERR5003262	15498502	Uromyces transversalis	species	phylum-Basidiomycota|class-Pucciniomycetes|order-Pucciniales|family-Pucciniaceae|genus-Uromyces|species-Uromyces_transversalis	462795	13114.pinto.63.s025	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)	Basidiomycota	Uromyces	N	Pucciniomycotina
ERR5003262	15498502	Penicillium citrinum	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Penicillium|species-Penicillium_citrinum	5077	13114.pinto.63.s025	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)				NA
